,Table,Catalogue,Data Item Description,Series Type,Series ID,Freq.,Series Start,Series End,No. Obs.,Unit,Data Type,Collection Month
29173,"TABLE 11F. Average Weekly Earnings, Tasmania (Dollars) - Trend","6302.0 Average Weekly Earnings, Australia",Earnings; Females; Full Time; Adult; Ordinary time earnings ;  Tasmania ;,Trend,A84994903C,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
29280,"TABLE 11G. Average Weekly Earnings, Northern Territory (Dollars) - Trend","6302.0 Average Weekly Earnings, Australia",Earnings; Males; Full Time; Adult; Ordinary time earnings ;  Northern Territory ;,Trend,A85006314F,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
29833,"TABLE 11H. Average Weekly Earnings, Australian Capital Territory (Dollars) - Trend","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Total earnings ;  Australian Capital Territory ;,Trend,A85003054T,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
33648,TABLE 12. CAPITAL ACCOUNT: ORIGINAL - QUARTER,"5302.0 Balance of Payments and International Investment Position, Australia",CAPITAL ACCOUNT ;,Original,A3535359W,Quarter,1959-09-01,2023-12-01,258,$ Millions,FLOW,3
43356,"TABLE 12. COMPANY GROSS OPERATING PROFITS, Current prices, Percentage change from previous quarter","5676.0 Business Indicators, Australia",Gross Operating Profits quarterly percentage change ;  Total (State) ;  Total (Industry) ;  Current Price ;  CORP ;,Seasonally Adjusted,A3531611R,Quarter,1994-12-01,2023-12-01,117,Percent,PERCENT,3
49605,"TABLE 12. CPI: Group, Sub-group and Expenditure Class, Points Contribution, by Capital City","6401.0 Consumer Price Index, Australia",Contribution to Total CPI ;  Garments ;  Darwin ;,Original,A3604055F,Quarter,2023-06-01,2023-12-01,3,Index Points,INDEX,3
4392,TABLE 12. Financial Assets and Liabilities of Public Non-Financial Corporations ($ million),5232.0 Australian National Accounts: Finance and Wealth,Net transactions during period ;  Liabilities ;  Derivatives held by: ;  Total (Counterparty sectors) ;,Original,A3423921X,Quarter,1988-06-01,2023-12-01,143,$ Millions,FLOW,3
99070,"TABLE 12. Retail Turnover, State by Industry Subgroup, Seasonally adjusted","8501.0 Retail Trade, Australia",Turnover ;  Victoria ;  Clothing retailing ;,Seasonally Adjusted,A3349889V,Month,1982-04-01,2024-02-01,503,$ Millions,FLOW,1
36049,"TABLE 12. Value of Building Work Done by Sector, Australia","8752.0 Building Activity, Australia",Value of work done during quarter ;  Total Residential ;  Private Sector ;,Original,A83799307J,Quarter,1976-09-01,2023-12-01,190,$'000,FLOW,3
51988,"TABLE 12. Value of Work Commenced, by Sector, New South Wales, Original","8762.0 Engineering Construction Activity, Australia","Value of work commenced ;  New South Wales ;  Total all sectors ;  Roads, highways and subdivisions ;",Original,A1838449J,Quarter,1986-09-01,2023-12-01,150,$'000,FLOW,3
29239,"TABLE 12A. Average Weekly Earnings, New South Wales (Dollars) - Seasonally Adjusted","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Full Time; Adult; Ordinary time earnings ;  New South Wales ;,Seasonally Adjusted,A84994877K,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
29869,"TABLE 12B. Average Weekly Earnings, Victoria (Dollars) - Seasonally Adjusted","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Total earnings ;  Victoria ;,Seasonally Adjusted,A84988667X,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
29870,"TABLE 12C. Average Weekly Earnings, Queensland (Dollars) - Seasonally Adjusted","6302.0 Average Weekly Earnings, Australia",Earnings; Males; Full Time; Adult; Ordinary time earnings ;  Queensland ;,Seasonally Adjusted,A84999978L,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
29536,"TABLE 12D. Average Weekly Earnings, South Australia (Dollars) - Seasonally Adjusted","6302.0 Average Weekly Earnings, Australia",Earnings; Males; Full Time; Adult; Total earnings ;  South Australia ;,Seasonally Adjusted,A84975594F,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
29679,"TABLE 12E. Average Weekly Earnings, Western Australia (Dollars) - Seasonally Adjusted","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Total earnings ;  Western Australia ;,Seasonally Adjusted,A85002061W,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
29303,"TABLE 12F. Average Weekly Earnings, Tasmania (Dollars) - Seasonally Adjusted","6302.0 Average Weekly Earnings, Australia",Earnings; Females; Total earnings ;  Tasmania ;,Seasonally Adjusted,A84998743A,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
29468,"TABLE 12G. Average Weekly Earnings, Northern Territory (Dollars) - Seasonally Adjusted","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Full Time; Adult; Total earnings ;  Northern Territory ;,Seasonally Adjusted,A85006310W,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
29605,"TABLE 12H. Average Weekly Earnings, Australian Capital Territory (Dollars) - Seasonally Adjusted","6302.0 Average Weekly Earnings, Australia",Earnings; Males; Total earnings ;  Australian Capital Territory ;,Seasonally Adjusted,A84972708L,Biannual,2012-05-15,2023-11-15,24,$,RATIO,2
52838,"TABLE 12a. MERCHANDISE EXPORTS, Standard International Trade Classification (1 and 2 digit), FOB Value",5368.0 International Trade in Goods,0 Food and live animals ;,Original,A1827804K,Month,1988-01-01,2024-02-01,434,$ Millions,FLOW,1
53978,"TABLE 12b. MERCHANDISE EXPORTS, Standard International Trade Classification (3 digit), FOB Value",5368.0 International Trade in Goods,"001 Live animals (excl. fish (not marine mammals) crustaceans, molluscs and aquatic invertebrates of SITC Division 03) ;",Original,A1828364K,Month,1988-01-01,2024-02-01,434,$ Millions,FLOW,1
51461,"TABLE 13. CPI: Group, Expenditure Class and Selected Analytical Series Index Numbers, Seasonally adjusted, Weighted Average of Eight Capital Cities","6401.0 Consumer Price Index, Australia",Index Numbers ;  Breakfast cereals ;  Australia ;,Seasonally Adjusted,A3604695C,Quarter,1980-09-01,2023-12-01,174,Index Numbers,INDEX,3
34245,TABLE 13. FINANCIAL ACCOUNT - QUARTER,"5302.0 Balance of Payments and International Investment Position, Australia","RESERVE ASSETS, Other reserve assets, Other claims ;",Original,A3534174J,Quarter,1988-09-01,2023-12-01,142,$ Millions,FLOW,3
1956,"TABLE 13. Financial Corporations Capital Account, Current prices ($ million)",5232.0 Australian National Accounts: Finance and Wealth,Net lending (+) / net borrowing (-) ;,Original,A83822601L,Quarter,1988-09-01,2023-12-01,142,$ Millions,DERIVED,3
99004,"TABLE 13. Retail Turnover, State by Industry Subgroup, Trend","8501.0 Retail Trade, Australia","Turnover ;  Australian Capital Territory ;  Pharmaceutical, cosmetic and toiletry goods retailing ;",Trend,A3349459V,Month,1982-04-01,2024-02-01,503,$ Millions,FLOW,1
43234,"TABLE 13. UNINCORPORATED GROSS OPERATING PROFITS, Current prices","5676.0 Business Indicators, Australia",Gross Operating Profits ;  Total (State) ;  Arts and recreation services ;  Current Price ;  UNINCORP ;,Trend,A3531122A,Quarter,2001-03-01,2023-12-01,92,$ Millions,FLOW,3
37153,"TABLE 13. Value of Building Work Done by Sector, New South Wales","8752.0 Building Activity, Australia",Value of work done during quarter ;  New South Wales ;  Total Residential ;  Private Sector ;,Original,A83799283A,Quarter,1974-09-01,2023-12-01,198,$'000,FLOW,3
52099,"TABLE 13. Value of Work Done, by Sector, New South Wales, Original","8762.0 Engineering Construction Activity, Australia",Value of work done ;  New South Wales ;  By the private sector for the private sector ;  Total (Type of Construction) ;,Original,A1837799R,Quarter,1986-09-01,2023-12-01,150,$'000,FLOW,3
29450,"TABLE 13A. Average Weekly Earnings, New South Wales (Dollars) - Original","6302.0 Average Weekly Earnings, Australia",Standard Errors ;  Earnings; Persons; Full Time; Adult; Total earnings ;  New South Wales ;,Original,A85025224F,Biannual,2009-05-15,2023-11-15,30,$,RATIO,2
29509,"TABLE 13B. Average Weekly Earnings, Victoria (Dollars) - Original","6302.0 Average Weekly Earnings, Australia",Earnings; Males; Full Time; Adult; Total earnings ;  Victoria ;,Original,A85006428C,Biannual,1994-11-15,2023-11-15,59,$,RATIO,2
29696,"TABLE 13C. Average Weekly Earnings, Queensland (Dollars) - Original","6302.0 Average Weekly Earnings, Australia",Standard Errors ;  Earnings; Persons; Full Time; Adult; Total earnings ;  Queensland ;,Original,A85028253W,Biannual,2009-05-15,2023-11-15,30,$,RATIO,2
29840,"TABLE 13D. Average Weekly Earnings, South Australia (Dollars) - Original","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Full Time; Adult; Ordinary time earnings ;  South Australia ;,Original,A84989336X,Biannual,1994-11-15,2023-11-15,59,$,RATIO,2
29899,"TABLE 13E. Average Weekly Earnings, Western Australia (Dollars) - Original","6302.0 Average Weekly Earnings, Australia",Earnings; Males; Total earnings ;  Western Australia ;,Original,A85006089W,Biannual,1994-11-15,2023-11-15,59,$,RATIO,2
29201,"TABLE 13F. Average Weekly Earnings, Tasmania (Dollars) - Original","6302.0 Average Weekly Earnings, Australia",Standard Errors ;  Earnings; Females; Full Time; Adult; Total earnings ;  Tasmania ;,Original,A85030921J,Biannual,2009-05-15,2023-11-15,30,$,RATIO,2
29212,"TABLE 13G. Average Weekly Earnings, Northern Territory (Dollars) - Original","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Full Time; Adult; Ordinary time earnings ;  Northern Territory ;,Original,A85005407X,Biannual,1994-11-15,2023-11-15,59,$,RATIO,2
29822,"TABLE 13H. Average Weekly Earnings, Australian Capital Territory (Dollars) - Original","6302.0 Average Weekly Earnings, Australia",Standard Errors ;  Earnings; Persons; Full Time; Adult; Ordinary time earnings ;  Australian Capital Territory ;,Original,A85029900X,Biannual,2009-05-15,2023-11-15,30,$,RATIO,2
53294,"TABLE 13a. MERCHANDISE IMPORTS, Standard International Trade Classification (1 and 2 digit), Customs Value",5368.0 International Trade in Goods,9 Commodities and transactions not classified elsewhere in the SITC ;,Original,A1828715A,Month,1988-01-01,2024-02-01,434,$ Millions,FLOW,1
53354,"TABLE 13b. MERCHANDISE IMPORTS, Standard International Trade Classification (3 digit), Customs Value",5368.0 International Trade in Goods,"001 Live animals (excl. fish (not marine mammals) crustaceans, molluscs and aquatic invertebrates of SITC Division 03) ;",Original,A1828722X,Month,1988-01-01,2024-02-01,434,$ Millions,FLOW,1
45150,"TABLE 14. CPI: Expenditure Class, Combined seasonal adjustment factors, Weighted Average of Eight Capital Cities","6401.0 Consumer Price Index, Australia",Combined Seasonal Adjustment Factors ;  Other food products n.e.c. ;  Australia ;,Original,A3605584F,Quarter,1980-09-01,2024-12-01,178,Number,FACTOR,3
6287,TABLE 14. Financial Assets and Liabilities of Financial Corporations ($ million),5232.0 Australian National Accounts: Finance and Wealth,"Net transactions during period ;  Assets ;  Bonds, etc. issued by: ;  Rest of world ;",Original,A3386334F,Quarter,1988-06-01,2023-12-01,143,$ Millions,FLOW,3
32190,TABLE 14. INTERNATIONAL INVESTMENT: FOREIGN ASSETS - QUARTER,"5302.0 Balance of Payments and International Investment Position, Australia","Changes in position reflecting - transactions ;  OTHER INVESTMENT, Currency and deposits, Other sectors, Long-term ;",Original,A3538410W,Quarter,1988-09-01,2023-12-01,142,$ Millions,FLOW,3
99382,"TABLE 14. Retail Turnover; Completely Enumerated (large) and Sample (small), By Industry Group","8501.0 Retail Trade, Australia",Turnover ;  Total Sample Sector ;  Total (State) ;  Household goods retailing ;,Original,A3350186W,Month,1994-04-01,2024-02-01,359,$ Millions,FLOW,1
43196,"TABLE 14. UNINCORPORATED GROSS OPERATING PROFITS, Current prices, Percentage change from previous quarter","5676.0 Business Indicators, Australia",Gross Operating Profits quarterly percentage change ;  Total (State) ;  Information media and telecommunications ;  Current Price ;  UNINCORP ;,Original,A3531089K,Quarter,2001-06-01,2023-12-01,91,Percent,PERCENT,3
37615,"TABLE 14. Value of Building Work Done by Sector, Victoria","8752.0 Building Activity, Australia",Value of work done during quarter ;  Victoria ;  Total (Type of Building) ;  Total Sectors ;,Trend,A83802435V,Quarter,1974-09-01,2023-12-01,198,$'000,FLOW,3
51753,"TABLE 14. Value of Work Yet To Be Done, by Sector, New South Wales, Original","8762.0 Engineering Construction Activity, Australia",Value of work yet to be done ;  New South Wales ;  Total all sectors ;  Heavy industry ;,Original,A1838514T,Quarter,1986-09-01,2023-12-01,150,$'000,STOCK_CLOSE,3
29168,"TABLE 14A. Average Weekly Earnings, Private and Public Sectors, New South Wales (Dollars) - Original - Persons","6302.0 Average Weekly Earnings, Australia",Standard Errors ;  Earnings; Persons; Full Time; Adult; Total earnings ;  New South Wales ;  Public sector ;,Original,A85027824W,Biannual,2009-05-15,2023-11-15,30,$,RATIO,2
29919,"TABLE 14B. Average Weekly Earnings, Private and Public Sectors, Victoria (Dollars) - Original - Persons","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Full Time; Adult; Total earnings ;  Victoria ;  Public sector ;,Original,A85008071K,Biannual,1994-11-15,2023-11-15,59,$,RATIO,2
29806,"TABLE 14C. Average Weekly Earnings, Private and Public Sectors, Queensland (Dollars) - Original - Persons","6302.0 Average Weekly Earnings, Australia",Standard Errors ;  Earnings; Persons; Total earnings ;  Queensland ;  Public sector ;,Original,A85024840T,Biannual,2009-05-15,2023-11-15,30,$,RATIO,2
29612,"TABLE 14D. Average Weekly Earnings, Private and Public Sectors, South Australia (Dollars) - Original - Persons","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Full Time; Adult; Ordinary time earnings ;  South Australia ;  Private sector ;,Original,A85003507W,Biannual,1994-11-15,2023-11-15,59,$,RATIO,2
29591,"TABLE 14E. Average Weekly Earnings, Private and Public Sectors, Western Australia (Dollars) - Original - Persons","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Full Time; Adult; Ordinary time earnings ;  Western Australia ;  Private sector ;,Original,A84977168A,Biannual,1994-11-15,2023-11-15,59,$,RATIO,2
29429,"TABLE 14F. Average Weekly Earnings, Private and Public Sectors, Tasmania (Dollars) - Original - Persons","6302.0 Average Weekly Earnings, Australia",Standard Errors ;  Earnings; Persons; Full Time; Adult; Total earnings ;  Tasmania ;  Private sector ;,Original,A85025908V,Biannual,2009-05-15,2023-11-15,30,$,RATIO,2
29330,"TABLE 14G. Average Weekly Earnings, Private and Public Sectors, Northern Territory (Dollars) - Original - Persons","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Total earnings ;  Northern Territory ;  Public sector ;,Original,A84988145R,Biannual,1994-11-15,2023-11-15,59,$,RATIO,2
29702,"TABLE 14H. Average Weekly Earnings, Private and Public Sectors, Australian Capital Territory (Dollars) - Original - Persons","6302.0 Average Weekly Earnings, Australia",Earnings; Persons; Full Time; Adult; Total earnings ;  Australian Capital Territory ;  Public sector ;,Original,A84989972L,Biannual,1994-11-15,2023-11-15,59,$,RATIO,2
